newIndex,altitude,cadence,distance,heart_rate,latitude,longitude,speed,timestamp,timeStepDuration
0,267.19,49.0,1.02,151.0,42.28802089579403,-83.68943852372469,0.87,2013-06-09 17:50:39,0.0
1,266.99,48.0,2.75,151.0,42.28801695629953,-83.68945905938746,1.06,2013-06-09 17:50:40,1.0
2,266.59,48.0,3.67,151.0,42.28802022524178,-83.68946962058544,1.04,2013-06-09 17:50:41,1.0
3,268.39,55.0,5.96,151.0,42.28802173398435,-83.68949736468494,1.21,2013-06-09 17:50:42,1.0
4,268.39,59.0,9.35,162.0,42.28801771067083,-83.68953826837242,1.51,2013-06-09 17:50:43,1.0
5,268.39,77.0,11.979,169.0,42.28801645338535,-83.68957003578544,1.65,2013-06-09 17:50:44,1.0
6,268.59,78.0,15.599,175.0,42.28800882585347,-83.68961295112967,1.86,2013-06-09 17:50:45,1.0
7,268.59,86.0,19.039,182.0,42.28800924494863,-83.6896550282836,2.01,2013-06-09 17:50:46,1.0
8,268.59,87.0,22.339,182.0,42.28800907731056,-83.68969492614268,2.13,2013-06-09 17:50:47,1.0
9,268.59,88.0,24.689,192.0,42.28801343590021,-83.68972350843251,2.16,2013-06-09 17:50:48,1.0
10,268.59,88.0,27.049,196.0,42.288011675700545,-83.68975234217942,2.31,2013-06-09 17:50:49,1.0
11,268.59,88.0,30.169,196.0,42.28800455108285,-83.68978888727725,2.48,2013-06-09 17:50:50,1.0
12,268.79,87.0,33.088,196.0,42.288004215806716,-83.6898246780038,2.66,2013-06-09 17:50:51,1.0
13,268.99,87.0,36.118,196.0,42.28799952194096,-83.68986105546354,2.77,2013-06-09 17:50:52,1.0
14,268.99,87.0,38.868,196.0,42.28800170123577,-83.68989424780011,2.92,2013-06-09 17:50:53,1.0
15,269.19,87.0,41.298,196.0,42.28799784556031,-83.6899232491851,2.96,2013-06-09 17:50:54,1.0
16,269.19,87.0,44.198,191.0,42.28799952194096,-83.6899584531784,2.92,2013-06-09 17:50:55,1.0
17,269.19,87.0,46.958,193.0,42.287999019026756,-83.68999198079109,2.93,2013-06-09 17:50:56,1.0
18,268.99,87.0,49.938,193.0,42.287997342646115,-83.69002802297474,2.89,2013-06-09 17:50:57,1.0
19,269.19,87.0,52.627,199.0,42.28799818083644,-83.69006071239708,2.83,2013-06-09 17:50:58,1.0
20,269.19,87.0,55.207,199.0,42.287998599931605,-83.69009214453399,2.76,2013-06-09 17:50:59,1.0
21,269.19,87.0,57.637,199.0,42.28800161741675,-83.690121229738,2.76,2013-06-09 17:51:00,1.0
22,269.19,87.0,60.737,199.0,42.287997929379344,-83.69015861302614,2.81,2013-06-09 17:51:01,1.0
23,269.19,86.0,64.127,199.0,42.2879949118942,-83.6901996843517,2.83,2013-06-09 17:51:02,1.0
24,269.19,86.0,67.28699999999999,199.0,42.287992648780346,-83.69023790583014,2.85,2013-06-09 17:51:03,1.0
25,269.19,85.0,69.727,199.0,42.28799759410322,-83.69026682339609,2.8,2013-06-09 17:51:04,1.0
26,268.99,85.0,73.126,201.0,42.28799759410322,-83.69030797854066,2.84,2013-06-09 17:51:05,1.0
27,268.99,85.0,75.416,201.0,42.28800161741675,-83.690335303545,2.84,2013-06-09 17:51:06,1.0
28,268.99,84.0,78.63600000000002,196.0,42.28800379671157,-83.69037444703281,2.87,2013-06-09 17:51:07,1.0
29,268.99,84.0,81.556,192.0,42.2879967559129,-83.69040898047388,2.88,2013-06-09 17:51:08,1.0
30,268.99,84.0,84.006,192.0,42.28799541480839,-83.6904386524111,2.84,2013-06-09 17:51:09,1.0
31,268.99,84.0,86.736,192.0,42.28799683973193,-83.69047184474766,2.84,2013-06-09 17:51:10,1.0
32,268.99,84.0,89.666,190.0,42.28799583390353,-83.69050730019808,2.88,2013-06-09 17:51:11,1.0
33,268.99,83.0,91.646,190.0,42.28799600154162,-83.69053135626018,2.84,2013-06-09 17:51:12,1.0
34,268.99,83.0,94.075,191.0,42.2879967559129,-83.69056077674031,2.78,2013-06-09 17:51:13,1.0
35,268.99,82.0,97.145,191.0,42.28799080476165,-83.6905974894762,2.76,2013-06-09 17:51:14,1.0
36,268.99,81.0,99.475,191.0,42.28798745200039,-83.69062540121377,2.69,2013-06-09 17:51:15,1.0
37,269.19,80.0,100.945,191.0,42.28798074647784,-83.6906408239156,2.62,2013-06-09 17:51:16,1.0
38,269.19,78.0,103.505,199.0,42.28797311894596,-83.69067074730992,2.55,2013-06-09 17:51:17,1.0
39,269.19,78.0,105.475,199.0,42.28797228075564,-83.69069463573396,2.52,2013-06-09 17:51:18,1.0
40,269.19,77.0,106.905,200.0,42.28797965683043,-83.69070947170258,2.38,2013-06-09 17:51:19,1.0
41,269.19,77.0,109.315,200.0,42.28797747753561,-83.69073872454464,2.32,2013-06-09 17:51:20,1.0
42,269.19,76.0,111.575,200.0,42.287977309897535,-83.69076613336802,2.3,2013-06-09 17:51:21,1.0
43,269.19,76.0,113.864,205.0,42.287976387888186,-83.69079396128654,2.27,2013-06-09 17:51:22,1.0
44,269.19,76.0,115.974,207.0,42.287970436736934,-83.69081835262477,2.2,2013-06-09 17:51:23,1.0
45,269.39,77.0,117.564,211.0,42.28796876035632,-83.690837463364,2.16,2013-06-09 17:51:24,1.0
46,269.39,77.0,119.524,211.0,42.28796834126115,-83.69086118414998,2.13,2013-06-09 17:51:25,1.0
47,269.59,77.0,121.684,211.0,42.287969598546624,-83.69088741950691,2.05,2013-06-09 17:51:26,1.0
48,269.59,77.0,123.494,211.0,42.28796842508018,-83.69090954773128,2.01,2013-06-09 17:51:27,1.0
49,269.59,77.0,125.964,212.0,42.2879676707089,-83.69093955494463,2.09,2013-06-09 17:51:28,1.0
50,269.79,77.0,127.774,212.0,42.287967586889856,-83.69096151553094,2.03,2013-06-09 17:51:29,1.0
51,269.79,77.0,129.744,212.0,42.28796574287117,-83.69098540395498,2.03,2013-06-09 17:51:30,1.0
52,269.99,78.0,132.57399999999998,212.0,42.28796146810055,-83.6910192668438,2.12,2013-06-09 17:51:31,1.0
53,270.19,78.0,134.863,212.0,42.28795501403511,-83.69104583747685,2.14,2013-06-09 17:51:32,1.0
54,270.19,78.0,136.88299999999998,212.0,42.287956271320574,-83.6910708155483,2.12,2013-06-09 17:51:33,1.0
55,270.39,78.0,139.293,212.0,42.28795702569187,-83.6911001522094,2.13,2013-06-09 17:51:34,1.0
56,270.59,78.0,140.403,212.0,42.28796121664345,-83.69111373089254,2.07,2013-06-09 17:51:35,1.0
57,270.79,78.0,142.743,215.0,42.287955349311225,-83.69114097207785,2.11,2013-06-09 17:51:36,1.0
58,270.79,78.0,145.38299999999995,213.0,42.28795325383544,-83.69117290712893,2.17,2013-06-09 17:51:37,1.0
59,270.99,79.0,147.57299999999995,216.0,42.28795585222542,-83.69119922630489,2.17,2013-06-09 17:51:38,1.0
60,271.19,79.0,149.273,219.0,42.287960713729255,-83.69121892377734,2.17,2013-06-09 17:51:39,1.0
61,271.39,79.0,151.613,221.0,42.28796171955764,-83.69124725461006,2.15,2013-06-09 17:51:40,1.0
62,271.59,79.0,153.13299999999995,215.0,42.28796649724246,-83.69126586243509,2.13,2013-06-09 17:51:41,1.0
63,271.79,79.0,154.80200000000005,220.0,42.28797161020338,-83.69128514081241,2.11,2013-06-09 17:51:42,1.0
64,271.79,79.0,157.192,220.0,42.28797127492726,-83.6913142260164,2.07,2013-06-09 17:51:43,1.0
65,271.79,79.0,160.002,220.0,42.287971526384354,-83.69134834036231,2.1,2013-06-09 17:51:44,1.0
66,271.99,80.0,162.132,220.0,42.2879711072892,-83.69137407280505,2.12,2013-06-09 17:51:45,1.0
67,272.19,80.0,164.722,220.0,42.28797018527985,-83.69140558876097,2.13,2013-06-09 17:51:46,1.0
68,272.19,80.0,167.312,220.0,42.287970436736934,-83.69143702089788,2.24,2013-06-09 17:51:47,1.0
69,272.39,80.0,169.532,220.0,42.287974040955305,-83.69146367534995,2.25,2013-06-09 17:51:48,1.0
70,272.59,80.0,171.222,221.0,42.28798032738269,-83.69148228317498,2.18,2013-06-09 17:51:49,1.0
71,272.59,80.0,173.412,221.0,42.287985943257816,-83.69150784797966,2.17,2013-06-09 17:51:50,1.0
72,272.59,80.0,177.231,219.0,42.28797622025014,-83.69155294261873,2.32,2013-06-09 17:51:51,1.0
73,272.59,80.0,180.891,216.0,42.28796775452793,-83.69159602560103,2.44,2013-06-09 17:51:52,1.0
74,272.99,80.0,183.941,215.0,42.287960881367326,-83.6916321516037,2.55,2013-06-09 17:51:53,1.0
75,273.19,80.0,185.531,216.0,42.2879655752331,-83.69165075942873,2.56,2013-06-09 17:51:54,1.0
76,273.19,80.0,188.291,216.0,42.28796649724246,-83.69168411940336,2.59,2013-06-09 17:51:55,1.0
77,273.19,80.0,190.891,216.0,42.287961971014745,-83.69171521626413,2.57,2013-06-09 17:51:56,1.0
78,273.39,81.0,193.271,220.0,42.287961971014745,-83.69174413383006,2.59,2013-06-09 17:51:57,1.0
79,273.39,81.0,195.19,220.0,42.287970101460814,-83.69176500476897,2.54,2013-06-09 17:51:58,1.0
80,273.59,81.0,197.61,219.0,42.28796825744212,-83.69179425761105,2.53,2013-06-09 17:51:59,1.0
81,273.79,81.0,200.33,215.0,42.287966329604394,-83.6918274499476,2.56,2013-06-09 17:52:00,1.0
82,273.79,82.0,203.47,212.0,42.287960713729255,-83.69186474941671,2.66,2013-06-09 17:52:01,1.0
83,273.79,82.0,206.39,212.0,42.287959456443794,-83.69190012104809,2.74,2013-06-09 17:52:02,1.0
84,273.99,82.0,209.15,212.0,42.287955181673176,-83.69193314574659,2.67,2013-06-09 17:52:03,1.0
85,273.99,82.0,212.34,212.0,42.287951912730925,-83.69197161868216,2.62,2013-06-09 17:52:04,1.0
86,274.19,82.0,215.289,212.0,42.28794990107417,-83.69200732558966,2.61,2013-06-09 17:52:05,1.0
87,274.19,82.0,217.999,208.0,42.28795275092125,-83.69204018265009,2.69,2013-06-09 17:52:06,1.0
88,274.19,82.0,221.429,208.0,42.28794990107417,-83.69208158925177,2.75,2013-06-09 17:52:07,1.0
89,274.19,82.0,223.819,208.0,42.2879502363503,-83.69211084209383,2.74,2013-06-09 17:52:08,1.0
90,274.19,83.0,226.349,208.0,42.287953924387686,-83.69214143604042,2.75,2013-06-09 17:52:09,1.0
91,274.19,83.0,228.429,208.0,42.28795853443444,-83.69216616265476,2.77,2013-06-09 17:52:10,1.0
92,274.19,83.0,230.729,208.0,42.287959204986684,-83.6921940743923,2.76,2013-06-09 17:52:11,1.0
93,274.39,83.0,233.389,205.0,42.28795417584479,-83.69222559034823,2.76,2013-06-09 17:52:12,1.0
94,274.39,83.0,236.238,211.0,42.28794688358903,-83.69225886650383,2.74,2013-06-09 17:52:13,1.0
95,274.39,83.0,238.888,221.0,42.28793581947684,-83.6922872811556,2.71,2013-06-09 17:52:14,1.0
96,274.39,83.0,241.508,221.0,42.28793129324914,-83.69231854565442,2.7,2013-06-09 17:52:15,1.0
97,274.59,83.0,243.908,221.0,42.287934059277184,-83.69234737940133,2.64,2013-06-09 17:52:16,1.0
98,274.39,83.0,246.678,221.0,42.28793707676232,-83.69238090701401,2.62,2013-06-09 17:52:17,1.0
99,274.39,83.0,249.678,221.0,42.28793573565781,-83.6924171168357,2.64,2013-06-09 17:52:18,1.0
100,274.39,83.0,252.208,221.0,42.287935232743614,-83.69244787842034,2.58,2013-06-09 17:52:19,1.0
101,274.59,83.0,254.818,221.0,42.28793883696199,-83.69247905910017,2.58,2013-06-09 17:52:20,1.0
102,274.59,83.0,257.487,221.0,42.287945291027434,-83.69251032359898,2.59,2013-06-09 17:52:21,1.0
103,274.39,83.0,260.817,221.0,42.28794847615063,-83.69255072437227,2.68,2013-06-09 17:52:22,1.0
104,274.39,83.0,263.577,221.0,42.28795568458736,-83.6925828270614,2.73,2013-06-09 17:52:23,1.0
105,274.59,83.0,266.237,221.0,42.28795912116765,-83.69261492975056,2.73,2013-06-09 17:52:24,1.0
106,274.59,83.0,268.097,221.0,42.28796817362309,-83.69263521395624,2.67,2013-06-09 17:52:25,1.0
107,274.59,83.0,270.547,224.0,42.28797026909889,-83.69266513735056,2.66,2013-06-09 17:52:26,1.0
108,274.59,83.0,272.707,226.0,42.28796951472759,-83.69269145652652,2.62,2013-06-09 17:52:27,1.0
109,274.79,83.0,275.657,220.0,42.28796549141407,-83.6927268281579,2.65,2013-06-09 17:52:28,1.0
110,274.59,83.0,277.506,220.0,42.28796775452793,-83.69274945929645,2.58,2013-06-09 17:52:29,1.0
111,274.59,83.0,280.256,220.0,42.287965156137936,-83.69278290309012,2.57,2013-06-09 17:52:30,1.0
112,274.59,83.0,283.066,220.0,42.28796297684312,-83.692816933617,2.58,2013-06-09 17:52:31,1.0
113,274.59,83.0,285.326,222.0,42.28795995935798,-83.69284400716423,2.57,2013-06-09 17:52:32,1.0
114,274.59,83.0,287.726,219.0,42.28795451112092,-83.69287217035891,2.54,2013-06-09 17:52:33,1.0
115,274.59,83.0,290.646,219.0,42.287948559969664,-83.692906787619,2.51,2013-06-09 17:52:34,1.0
116,274.59,83.0,293.936,219.0,42.28794487193228,-83.692946434021,2.54,2013-06-09 17:52:35,1.0
117,274.39,83.0,296.576,219.0,42.28795015253127,-83.6929787043482,2.55,2013-06-09 17:52:36,1.0
118,274.39,83.0,299.725,219.0,42.28794990107417,-83.6930170096457,2.64,2013-06-09 17:52:37,1.0
119,274.39,83.0,302.565,219.0,42.28795140981674,-83.69305145926774,2.67,2013-06-09 17:52:38,1.0
120,274.39,83.0,305.355,219.0,42.28795275092125,-83.69308548979461,2.71,2013-06-09 17:52:39,1.0
121,274.39,83.0,308.115,219.0,42.287952248007066,-83.6931190174073,2.72,2013-06-09 17:52:40,1.0
122,274.39,83.0,310.695,217.0,42.28795132599771,-83.69315028190613,2.77,2013-06-09 17:52:41,1.0
123,274.19,83.0,313.455,217.0,42.287952080369,-83.69318389333785,2.77,2013-06-09 17:52:42,1.0
124,274.19,83.0,316.105,217.0,42.28794956579805,-83.69321582838894,2.76,2013-06-09 17:52:43,1.0
125,274.19,83.0,319.134,216.0,42.28794914670289,-83.69325262494385,2.81,2013-06-09 17:52:44,1.0
126,273.99,83.0,322.014,214.0,42.28795174509287,-83.69328757748008,2.86,2013-06-09 17:52:45,1.0
127,273.99,83.0,325.094,214.0,42.287951074540615,-83.69332479313016,2.88,2013-06-09 17:52:46,1.0
128,273.99,83.0,327.834,216.0,42.2879502363503,-83.69335806928575,2.84,2013-06-09 17:52:47,1.0
129,273.79,83.0,331.184,212.0,42.28794470429421,-83.69339805096388,2.89,2013-06-09 17:52:48,1.0
130,273.79,84.0,335.224,214.0,42.28793338872492,-83.69344473816454,2.95,2013-06-09 17:52:49,1.0
131,273.79,84.0,337.934,213.0,42.28793472982943,-83.69347784668206,2.95,2013-06-09 17:52:50,1.0
132,273.59,84.0,340.773,213.0,42.28793070651591,-83.69351187720896,2.96,2013-06-09 17:52:51,1.0
133,273.59,84.0,343.913,213.0,42.28792676702143,-83.69354967959225,2.98,2013-06-09 17:52:52,1.0
134,273.39,84.0,346.8130000000001,213.0,42.28792307898402,-83.6935844644904,3.0,2013-06-09 17:52:53,1.0
135,273.39,85.0,350.403,213.0,42.28791989386081,-83.69362779892981,3.06,2013-06-09 17:52:54,1.0
136,273.19,85.0,354.043,213.0,42.28791922330856,-83.69367197155951,3.15,2013-06-09 17:52:55,1.0
137,272.99,85.0,358.1930000000001,210.0,42.28791251778602,-83.69372150860727,3.25,2013-06-09 17:52:56,1.0
138,272.99,86.0,360.932,210.0,42.287908662110574,-83.69375444948673,3.24,2013-06-09 17:52:57,1.0
139,272.79,86.0,363.802,209.0,42.28790086694062,-83.69378755800426,3.22,2013-06-09 17:52:58,1.0
140,272.79,87.0,366.462,209.0,42.28789701126515,-83.69382007978857,3.23,2013-06-09 17:52:59,1.0
141,272.79,88.0,369.492,209.0,42.28789248503745,-83.69385628961027,3.2,2013-06-09 17:53:00,1.0
142,272.59,88.0,371.972,209.0,42.287891814485185,-83.69388663209975,3.09,2013-06-09 17:53:01,1.0
143,272.59,88.0,375.202,205.0,42.287884689867504,-83.6939246021211,3.11,2013-06-09 17:53:02,1.0
144,272.39,88.0,379.381,205.0,42.287869518622756,-83.69397103786469,3.22,2013-06-09 17:53:03,1.0
145,272.39,88.0,382.251,198.0,42.28786289691925,-83.6940046492964,3.21,2013-06-09 17:53:04,1.0
146,272.19,88.0,385.821,198.0,42.28785568848252,-83.69404681026936,3.25,2013-06-09 17:53:05,1.0
147,271.99,88.0,389.101,198.0,42.287851832807064,-83.6940862890333,3.24,2013-06-09 17:53:06,1.0
148,271.99,88.0,392.721,198.0,42.28783749975264,-83.69412576779723,3.23,2013-06-09 17:53:07,1.0
149,271.79,89.0,395.491,201.0,42.28782576508821,-83.69415560737251,3.13,2013-06-09 17:53:08,1.0
150,271.79,89.0,398.241,201.0,42.2878204844892,-83.69418821297586,3.12,2013-06-09 17:53:09,1.0
151,271.59,89.0,401.95,201.0,42.28780925273895,-83.694230876863,3.16,2013-06-09 17:53:10,1.0
152,271.59,89.0,404.56,201.0,42.28780556470157,-83.69426256045698,3.17,2013-06-09 17:53:11,1.0
153,271.39,90.0,407.73,201.0,42.287793159484856,-83.69429734535515,3.19,2013-06-09 17:53:12,1.0
154,271.19,89.0,411.15,201.0,42.28778419084847,-83.69433699175715,3.25,2013-06-09 17:53:13,1.0
155,270.99,89.0,414.07,201.0,42.2877758089453,-83.6943706870079,3.24,2013-06-09 17:53:14,1.0
156,270.99,89.0,418.34,202.0,42.28776038624346,-83.69441838003695,3.25,2013-06-09 17:53:15,1.0
157,270.79,89.0,422.229,199.0,42.28775016032159,-83.69446364231408,3.32,2013-06-09 17:53:16,1.0
158,270.59,89.0,425.689,199.0,42.28773792274296,-83.69450211524962,3.33,2013-06-09 17:53:17,1.0
159,270.39,89.0,429.309,199.0,42.28772534988821,-83.69454301893711,3.35,2013-06-09 17:53:18,1.0
160,270.39,89.0,433.059,199.0,42.28771361522377,-83.69458568282425,3.37,2013-06-09 17:53:19,1.0
161,270.19,89.0,436.579,199.0,42.28770364075899,-83.69462616741656,3.42,2013-06-09 17:53:20,1.0
162,269.99,89.0,439.339,199.0,42.28769752196968,-83.69465885683894,3.44,2013-06-09 17:53:21,1.0
163,269.79,89.0,442.408,199.0,42.287690229713924,-83.69469481520355,3.41,2013-06-09 17:53:22,1.0
164,269.79,88.0,446.828,199.0,42.28767354972661,-83.69474359788,3.52,2013-06-09 17:53:23,1.0
165,269.59,88.0,449.968,199.0,42.28766558691859,-83.69478005915879,3.52,2013-06-09 17:53:24,1.0
166,269.59,88.0,453.30800000000005,199.0,42.28765795938671,-83.69481928646564,3.52,2013-06-09 17:53:25,1.0
167,269.39,87.0,456.348,199.0,42.28765175677836,-83.69485532864928,3.53,2013-06-09 17:53:26,1.0
168,269.19,86.0,459.718,199.0,42.287645470350974,-83.69489547796547,3.46,2013-06-09 17:53:27,1.0
169,268.99,86.0,462.367,199.0,42.28763608261943,-83.69492489844559,3.37,2013-06-09 17:53:28,1.0
170,268.79,86.0,465.277,197.0,42.287626108154655,-83.69495758786799,3.31,2013-06-09 17:53:29,1.0
171,268.79,86.0,467.817,197.0,42.28762183338404,-83.69498826563357,3.23,2013-06-09 17:53:30,1.0
172,268.59,86.0,469.787,197.0,42.28762317448855,-83.6950139142573,3.1,2013-06-09 17:53:31,1.0
173,268.39,86.0,473.427,197.0,42.287618396803744,-83.69505791924894,3.1,2013-06-09 17:53:32,1.0
174,268.19,86.0,476.127,197.0,42.287614541128285,-83.69509069249034,3.09,2013-06-09 17:53:33,1.0
175,268.19,86.0,479.307,204.0,42.28760867379607,-83.69512841105461,3.09,2013-06-09 17:53:34,1.0
176,267.99,86.0,482.296,204.0,42.287604482844465,-83.69516453705728,3.0,2013-06-09 17:53:35,1.0
177,267.99,86.0,485.196,204.0,42.28760180063545,-83.69519957341254,2.97,2013-06-09 17:53:36,1.0
178,267.79,86.0,488.216,204.0,42.28759693913162,-83.69523561559619,2.95,2013-06-09 17:53:37,1.0
179,267.59,86.0,490.686,204.0,42.28759861551225,-83.69526604190469,2.89,2013-06-09 17:53:38,1.0
180,267.39,86.0,494.056,202.0,42.287601549178355,-83.6953072808683,2.89,2013-06-09 17:53:39,1.0
181,267.19,85.0,496.686,198.0,42.28759836405516,-83.69533879682422,2.88,2013-06-09 17:53:40,1.0
182,267.19,85.0,499.456,196.0,42.287597274407744,-83.69537249207497,2.88,2013-06-09 17:53:41,1.0
183,266.99,85.0,502.195,196.0,42.28759668767452,-83.69540568441154,2.89,2013-06-09 17:53:42,1.0
184,266.79,85.0,504.535,196.0,42.28760079480708,-83.69543409906328,2.91,2013-06-09 17:53:43,1.0
185,266.79,85.0,507.725,196.0,42.28760104626417,-83.69547282345593,2.88,2013-06-09 17:53:44,1.0
186,266.59,85.0,510.625,196.0,42.287601549178355,-83.69550802744925,2.88,2013-06-09 17:53:45,1.0
187,266.39,85.0,512.825,196.0,42.28760406374931,-83.69553451426327,2.82,2013-06-09 17:53:46,1.0
188,266.19,85.0,515.965,196.0,42.28760406374931,-83.6955726519227,2.81,2013-06-09 17:53:47,1.0
189,266.19,85.0,518.695,196.0,42.287604734301574,-83.69560576044023,2.81,2013-06-09 17:53:48,1.0
190,265.99,85.0,521.535,201.0,42.28760733269154,-83.69563995860517,2.79,2013-06-09 17:53:49,1.0
191,265.79,85.0,523.964,206.0,42.287614792585366,-83.69566787034273,2.79,2013-06-09 17:53:50,1.0
192,265.79,85.0,526.544,209.0,42.287617726251476,-83.69569888338447,2.73,2013-06-09 17:53:51,1.0
193,265.59,85.0,529.664,209.0,42.28762141428889,-83.69573643431067,2.75,2013-06-09 17:53:52,1.0
194,265.39,85.0,532.804,209.0,42.28762116283178,-83.69577448815106,2.79,2013-06-09 17:53:53,1.0
195,265.39,85.0,535.164,205.0,42.287627197802074,-83.69580223225057,2.76,2013-06-09 17:53:54,1.0
196,265.19,85.0,538.264,205.0,42.28763164021075,-83.69583928026259,2.8,2013-06-09 17:53:55,1.0
197,264.99,85.0,540.844,207.0,42.28763859719039,-83.69586928747594,2.77,2013-06-09 17:53:56,1.0
198,264.99,84.0,543.743,207.0,42.28764371015132,-83.69590373709799,2.76,2013-06-09 17:53:57,1.0
199,264.79,84.0,546.513,207.0,42.28764957748353,-83.69593651033938,2.8,2013-06-09 17:53:58,1.0
200,264.59,84.0,548.993,207.0,42.287654103711255,-83.69596593081951,2.76,2013-06-09 17:53:59,1.0
201,264.59,84.0,551.863,207.0,42.28765795938671,-83.69600038044155,2.76,2013-06-09 17:54:00,1.0
202,264.39,84.0,554.1030000000002,207.0,42.28766449727118,-83.69602628052235,2.72,2013-06-09 17:54:01,1.0
203,264.39,83.0,556.3430000000002,207.0,42.287669526413076,-83.69605276733638,2.7,2013-06-09 17:54:02,1.0
204,264.19,82.0,558.893,207.0,42.28767639957368,-83.6960824392736,2.7,2013-06-09 17:54:03,1.0
205,263.99,82.0,561.373,207.0,42.287682183086865,-83.69611160829662,2.65,2013-06-09 17:54:04,1.0
206,263.99,82.0,563.753,204.0,42.287688218057156,-83.69613935239613,2.59,2013-06-09 17:54:05,1.0
207,263.79,82.0,566.222,200.0,42.28769517503679,-83.69616785086691,2.6,2013-06-09 17:54:06,1.0
208,263.79,82.0,568.812,200.0,42.287699449807405,-83.6961989477277,2.57,2013-06-09 17:54:07,1.0
209,263.59,82.0,571.552,200.0,42.2877065744251,-83.69623088277876,2.56,2013-06-09 17:54:08,1.0
210,263.39,82.0,574.312,195.0,42.28771470487118,-83.69626248255372,2.56,2013-06-09 17:54:09,1.0
211,263.39,82.0,576.802,191.0,42.287718979641795,-83.69629240594804,2.54,2013-06-09 17:54:10,1.0
212,263.19,82.0,579.682,191.0,42.28772643953562,-83.69632576592267,2.56,2013-06-09 17:54:11,1.0
213,263.19,82.0,582.462,191.0,42.2877338156104,-83.69635803624988,2.56,2013-06-09 17:54:12,1.0
214,262.99,82.0,584.981,191.0,42.287742532789714,-83.69638628326356,2.58,2013-06-09 17:54:13,1.0
215,262.99,82.0,587.761,191.0,42.287750830873854,-83.69641821831466,2.62,2013-06-09 17:54:14,1.0
216,262.79,82.0,590.721,189.0,42.28775393217803,-83.69645392522216,2.65,2013-06-09 17:54:15,1.0
217,262.79,83.0,593.131,188.0,42.287763906642795,-83.69648016057909,2.65,2013-06-09 17:54:16,1.0
218,262.59,83.0,595.861,183.0,42.28777136653662,-83.69651167653501,2.67,2013-06-09 17:54:17,1.0
219,262.59,83.0,597.771,183.0,42.287781089544296,-83.69653154164553,2.65,2013-06-09 17:54:18,1.0
220,262.39,83.0,600.0409999999998,183.0,42.2877863701433,-83.69655819609761,2.61,2013-06-09 17:54:19,1.0
221,262.39,82.0,602.911,182.0,42.28779030963778,-83.69659256190063,2.62,2013-06-09 17:54:20,1.0
222,262.19,82.0,605.55,182.0,42.28779617697001,-83.69662357494234,2.61,2013-06-09 17:54:21,1.0
223,262.19,82.0,607.8,190.0,42.287802631035454,-83.6966496426612,2.59,2013-06-09 17:54:22,1.0
224,261.99,82.0,610.29,193.0,42.28780925273895,-83.69667847640812,2.56,2013-06-09 17:54:23,1.0
225,261.79,81.0,612.67,193.0,42.287818556651466,-83.69670446030796,2.53,2013-06-09 17:54:24,1.0
226,261.79,81.0,614.76,189.0,42.287824172526605,-83.69672893546522,2.5,2013-06-09 17:54:25,1.0
227,261.79,81.0,617.26,189.0,42.287832470610745,-83.69675726629794,2.47,2013-06-09 17:54:26,1.0
228,261.59,81.0,619.48,189.0,42.28784185834229,-83.69678157381713,2.41,2013-06-09 17:54:27,1.0
229,261.59,81.0,621.88,197.0,42.28784940205514,-83.69680906645955,2.41,2013-06-09 17:54:28,1.0
230,261.39,81.0,624.78,199.0,42.28785309009254,-83.69684393517673,2.42,2013-06-09 17:54:29,1.0
231,261.39,81.0,627.1990000000002,199.0,42.28785652667285,-83.6968729365617,2.46,2013-06-09 17:54:30,1.0
232,261.39,81.0,629.339,199.0,42.28785979561508,-83.69689866900444,2.45,2013-06-09 17:54:31,1.0
233,261.19,81.0,631.939,203.0,42.28786826133728,-83.69692825712264,2.41,2013-06-09 17:54:32,1.0
234,261.19,82.0,634.369,203.0,42.287869350984685,-83.69695767760277,2.41,2013-06-09 17:54:33,1.0
235,260.99,82.0,637.169,203.0,42.28787169791757,-83.69699179194869,2.46,2013-06-09 17:54:34,1.0
236,260.99,82.0,640.009,200.0,42.28787530213594,-83.69702599011362,2.49,2013-06-09 17:54:35,1.0
237,260.79,82.0,642.4590000000002,200.0,42.28787890635432,-83.69705532677472,2.49,2013-06-09 17:54:36,1.0
238,260.79,82.0,645.149,200.0,42.28788385167718,-83.69708742946386,2.53,2013-06-09 17:54:37,1.0
239,260.79,82.0,647.688,200.0,42.287888461723924,-83.69711752049625,2.55,2013-06-09 17:54:38,1.0
240,260.59,82.0,649.818,195.0,42.287891982123256,-83.69714300148189,2.54,2013-06-09 17:54:39,1.0
241,260.59,82.0,652.578,197.0,42.2878949996084,-83.69717619381845,2.56,2013-06-09 17:54:40,1.0
242,260.59,82.0,654.868,197.0,42.287897430360324,-83.69720402173698,2.52,2013-06-09 17:54:41,1.0
243,260.39,82.0,657.4680000000002,196.0,42.287897849455476,-83.69723562151194,2.53,2013-06-09 17:54:42,1.0
244,260.39,82.0,660.508,196.0,42.28789960965514,-83.69727233424783,2.59,2013-06-09 17:54:43,1.0
245,260.19,82.0,663.118,193.0,42.2879002802074,-83.69730401784182,2.63,2013-06-09 17:54:44,1.0
246,260.19,82.0,665.448,193.0,42.28790313005448,-83.69733201339841,2.6,2013-06-09 17:54:45,1.0
247,260.19,82.0,668.447,190.0,42.28790380060673,-83.69736830703914,2.6,2013-06-09 17:54:46,1.0
